id,clubCode,name,shortName,alfabeticOrder,direction,town,province,telephone,fax,mail,mail2,president,contact,telephoneCR,telephoneMobileCR,web
124,080209,ASSOCIACIO SANT MARTI ESPORT,ASS. SANT MARTI ESP,SANT MARTI ESPORT ASSOCIACIO,"C/Binèfar, 10-14",BARCELONA,Barcelona,667752464,933057813,luisa@asme.es,,PERE LÓPEZ RUBIO,LUISA PARÍS JIMÉNEZ,933054959,667752464,www.asme.es
77,080115,SECCIO ESPORTIVA SANT MEDIR,S.E. SANT MEDIR    ,SANT MEDIR S.E.,"CARRER TOLEDO, 9      CASA",BARCELONA,Barcelona,650219149,000000000,jmgannau@msn.com,,JOSEP MARIA GANNAU      GALINDO,JOSEP MARIA GANNAU  GALINDO,934328092,650219149,www.basquetsantmedir.com
379,170251,CLUB BASQUET ESPORTIU SANT NARCIS,C.B.E. SANT NARCIS ,SANT NARCIS C.B.E.,"JOSEP AGUILERA I MARTI, 2 (Pav.Palau)",GIRONA,Girona,608693879,972242865,info@cbsantnarcis.cat,ladivt@hotmail.com,EROS JUAN ENNIO PANEQUE FERRARI,TONI VIDAL NIETO,972000000,608693879,www.cbsantnarcis.com
3428,081615,ASSOCIACIO ESPORTIVA SANT NICOLAU CANYELLES,A.E. SANT NICOLAU C,SANT NICOLAU CANYELLES A.E.,"PLAÇA 11 SETEMBRE, S/N",CANYELLES,Barcelona,938188676,,aesnbasquet@gmail.com,,ALFREDO NAVARRO BELMONTE,ALFREDO NAVARRO BELMONTE,938188676,627974290,
3268,081592,FUNDACIO SANT NICOLAU,FUNDACIÓ SANT NICOL,SANT NICOLAU FUNDACIÓ,JARDÍ 72-80,SABADELL,Barcelona,937451353,,basquet@cesantnicolau.com,,ARNAU  BONADA PELLICER,ANDREU CERVERA GALINDO,937451353,638422135,www.cesantnicolau.com
144,080314,CLUB DE BASQUET SANT PERE DE TERRASSA,C.B. SANT PERE DE T,SANT PERE DE TERRASSA  C.B.,"C/ Major de Sant Pere, 63",TERRASSA,Barcelona,603753237,937315135,secretaria@cbsantpereterrassa.com,,CRISTIAN PEREZ FERNANDEZ,ALEX LEIVA URDI,937315135,635052956,www.cbsantpereterrassa.com
446,430045,CLUB BASQUET SANT PERE I SANT PAU,C.B. SANT PERE I SA,SANT PERE I SANT PAU C.B.,BLOC VENEÇUELA,TARRAGONA,Tarragona,622112475,,cbspysp@gmail.com,,JORGINA  GUILLÉN FERNÁNDEZ,JORGINA GUILLÉN FERNÁNDEZ,,622112475,
2535,081459,CLUB BASQUET SANT POL 07,C.B. SANT POL 07,SANT POL 07 CLUB BASQUET,"Parc del Litoral, SN",Sant Pol de Mar,Barcelona,667596057,,lavallaltabasquetclub@gmail.com,clubbasquetsantpol07@gmail.com,ALBERT GOMEZ REVERTER,JORDI GOMEZ ADSERA,,626310381,basquetsantpol07.com
136,080287,SANT QUIRZE BASQUET CLUB,SANT QUIRZE B.C.,SANT QUIRZE B.C.,"PRIORAT, S/N",SANT QUIRZE DEL VALLES,Barcelona,937212327,937212327,sqbc@sqbc.cat,dtecnica@sqbc-cat,NATALIA BARRIS PEÑA,Sergi Puig ,937212327,660609660,www.sqbc.cat
131,080245,C.B. SANT RAMON NONAT,C.B. SANT RAMON NON,SANT RAMON NONAT C.B.,"TRAV. LES CORTS, 15-19 6º6ª",BARCELONA,Barcelona,649847592,000000000,basquet@santramonsagratcor.cat,joan.mar@telefonica.net,JOAN MARIN CALBA,JOAN MARIN CALBA,934404626,649847592,
168,080381,CLUB BASQUET SANTA COLOMA,CLUB BASQUET SANTA ,SANTA COLOMA C.B.,"Cultura, 43, 1-2",SANTA COLOMA DE GRAMANET,Barcelona,690685881,000000000,cbasquetsantacoloma@gmail.com,cbsc1984@gmail.com,JORDI VALLÈS LOIS,Toni Salvador Justicia,933855956,683 10 43 71,www.cbsantacoloma.com
310,081390,CLUB BASQUET SANTA EUGENIA DE BERGA,C.B. SANTA EUGENIA ,SANTA EUGENIA DE BERGA C.B.,"PLAÇA MAJOR, 1",SANTA EUGÈNIA DE BERGA,Barcelona,649066392,000000000,cbsantaeugenia@gmail.com,,RAQUEL ROMA,RAQUEL ROMA ,938855803,649066392 ,
317,170010,CLUB ESPORTIU SANTA EUGENIA DE TER,CLUB ESPORTIU SANTA,SANTA EUGENIA DE TER C.E.,"C/ Bassegoda, 17 bxs",GIRONA,Girona,692818365,972244830,cesetgirona@gmail.com,coordinacio.cesetgirona@gmail.com,XAVIER PEREZ FITA,MARC DELÓS ESTRACH,972244830,692818365,www.cesetgirona.com
206,080803,AGRUPACIO ESPORTIVA SANTA EULALIA,A.E.S.E.           ,SANTA EULALIA A.E.,"JACINT VERDAGUER, 15","HOSPITALET DE LLOBREGAT,L'",Barcelona,608268228,933326112,basquetaese2010@gmail.com,romiaese@hotmail.com,FERNANDO LEIVA CAMACHO,ROMINA GARCIA,933326050,608268228,
101,080156,CLUB BASQUET SANTA PERPETUA,C.B. SANTA PERPETUA,SANTA PERPETUA C.B.,"Av. Girona,7",SANTA PERPETUA DE MOGODA,Barcelona,605600448,935744908,info@cbsantaperpetua.cat,tresoreria@cbsantaperpetua.cat,JAVIER POLO DOMINGUEZ,Carlos Meroño Calderon,,605600448,www.cbsantaperpetua.cat
176,080450,C.B. SANTA ROSA DE LIMA HORTA,C.B. SANTA ROSA DE ,SANTA ROSA DE LIMA HORTA C.B.,"feliu i codina, 46 esc a baixos 1",BARCELONA,Barcelona,650338566,000000000,jfausma@hotmail.com,,JORDI FAUS MADRID,JORDI FAUS MADRID,650338566,650338566,
33,080042,CLUB BASQUET SANTFELIUENC,C.B. SANTFELIUENC  ,SANTFELIUENC CB,Santiago Rusinyol s/n,SANT FELIU DE LLOBREGAT,Barcelona,686071698,000000000,president@cbsantfeliuenc.com,president@cbsantfeliuenc.com,JOSE ANTONIO  DABAN JORDAN,VICTORIA CEPRIAN CORTIJO,686071698,686071698,www.cbsantfeliuenc.com
343,170082,CLUB POLIESPORTIU SANTJOANENC,CLUB POLIESPORTIU S,SANTJOANENC C.P.,PAPERERA TORRAS 2,SANT JOAN LES FONTS,Girona,659549457,972292237,cbgxcps@gmail.com,info@cpsantjoanenc.org,JOAN LLOP MOLINÉ,Joan Plantalech,619729727,659549457,
271,081337,CLUB BASQUET SANTPEDOR,C.B. SANTPEDOR     ,SANTPEDOR C.B.,CRTA NAVARCLES S/N PAVELLÓ MUNICIPAL RAFA MARTÍNEZ,SANTPEDOR,Barcelona,683249528, ,cbsantpedor@gmail.com,coordinaciocbsantpedor@gmail.com,MARIA JOSEFA  GOMEZ BAENA ,Ma José Gómez Baena,619097580,683249528,www.cbsantpedor.cat
357,170183,CLUB DE BASQUET SARRIA DE TER,C.B. SARRIA DE TER ,SARRIA DE TER C.B.,C/ FRANCESC CAMBÓ S/N,SARRIÀ DE TER,Girona,658664831,000000000,basquetsarria@gmail.com,,ANTONI GONZALEZ OLIVA,DOLORS VIDAL GUEROLA,,658664831,www.cbsarriadeter.cat
3384,081611,CLUB SARROCA BASQUET,C. SARROCA BASQUET,SARROCA BASQUET CLUB,"MARESME, 1",SANT MARTI SARROCA,Barcelona,611461078,,clubsarrocabasquet@gmail.com,,DAVID SOGAS DALMAU,CRISTOBAL GALLARDO LUNA,607795279,637009506,sarrocabasquet.com
404,250026,CLUB BASQUET SECA SANT PERE,CLUB BASQUET SECÀ S,SECA SANT PERE C.B.,"C/ La Pau, 24 ",LLEIDA,Lleida,677683766,000000000,basquetsecasantpere@gmail.com,,JOSEP MARIA GRAU CURRIUS,Norbert Charles sin,,620989193,
400,250019,ASSOCIACIO ESPORTIVA SEDIS-BASQUET,A.E. SEDIS         ,SEDIS AE,Cami Ral de Cerdanya 31,"SEU D'URGELL, LA",Lleida,973352072,973352072,secretaria@sedisbasquet.com,,JOSEP RIBES SIXTO,ANNABEL AURORA FERNANDEZ,973352072,606847289,www.sedisbasquet.com
135,080274,SEGLE XXI,SEGLE XXI          ,SEGLE XXI,"Rambla Guipúscoa, 27",BARCELONA,Barcelona,676541286,933237760,adm.segle21@basquetcatala.cat,,FERRAN ARIL DURAN,JAVIER TORRALBA LISO,933966645,676541286,
78,080118,CLUB DE BASQUET SENTMENAT,C.B. SENTMENAT     ,SENTMENAT C.B.,PAVELLO CAN SORTS,SENTMENAT,Barcelona,656367062,000000000,basquetsentmenat@gmail.com,,MARÍA ÁNGELES GONZÁLEZ LESMES,Eloi Cano Carabaca,,652479479,
2711,250131,CLUB BASQUET SEROS,C.B. SEROS,SEROS CLUB BASQUET,"Carrer Mossen Ferran 14 , 3er pis",LLEIDA,Lleida,638320739,973780584,basquetseros@gmail.com,,OSCAR PENA JOVÉ,OSCAR PENA i JOVÉ,973780797,638320739,
43,080056,SECCIO ESPORTIVA SANTA EULALIA (SESE),S.E.S.E.           ,SESE,"JOAN ALCOVER,6",BARCELONA,Barcelona,933570925,933570925,pavellosese@gmail.com,,JAUME FLORES RODRIGUEZ,Jaume Flores,933570925,933570925,www.sese.cat
3313,081599,CLUB ESPORTIU SFERIC BASQUET,SFERIC BÀSQUET S.E.,SFERIC BÀSQUET S.E.,"Faraday, 41",TERRASSA,Barcelona,931 30 57 42,,sferic@sfericbasquet.cat,sfericbasquet@gmail.com,JOAN LÓPEZ SUCARRATS,JOSE MANUEL SÁNCHEZ LÓPEZ,,655441557,www.sfericbasquet.cat
394,250013,SICORIS CLUB,SICORIS CLUB,SICORIS CLUB,C/ Doctora Castells s/n,LLEIDA,Lleida,651468825,973210933,cbcappont@gmail.com,,EDUARD ABELLA MAURICI,PABLO POCIÑO MERINO,973204329,651468825,
2325,170271,CLUB ATHLETIC SILENC,CLUB ATHLETIC SILEN,SILENC CLUB ATHLETIC,"Plaça dels esports, S/N",SILS,Girona,619503586,,silencbasquet@gmail.com,,ARIADNA  LOZANO SAURINA,David Gascon Trullols,,665806931,
100,080155,CLUB BASQUET SITGES,C.B. SITGES        ,SITGES C.B.,"Carrer Corral d`en Falç, 3-5, 12",SITGES,Barcelona,610488380,000000000,info@clubbasquetsitges.com,prsimot@gmail.com,PAU RAMON SIMÓ TARROCH,IGNASI VICENTE LOPEZ,938945056,673422974,www.clubbasquetsitges.com
207,080805,CLUB ESPORTIU SITGETA DE BASQUETBOL,C.E. SITGETA BASQUE,SITGETA C.E.,"SANTA BARBARA, 30. 2º.",SITGES,Barcelona,600635140,,esportiusitgeta@gmail.com,,RAFAEL ALCÁZAR ALQUEZAR,IGNASI VICENTE LOPEZ,,673422974,
103,080158,CLUB BASQUET SOLSONA,C.B. SOLSONA       ,SOLSONA C.B.,Carrer Joaquim Blume s/n (pavelló municipal),SOLSONA,Lleida,619522368,,cbsolsona@gmail.com,cbsolsona@gmail.com,RICARD MANZANO I PAYEROLS,JOSEP VILA I SANTAEULÀRIA,973480051,619522368,www.cbsolsona.com
2887,081557,ASSOCIACIO PEDAGOGICA STUCOM,A.P. STUCOM,STUCOM A.P.,"C/PALLARS, 484",BARCELONA,Barcelona,646062890,,ce.stucom@hotmail.com,,XAVIER CAPEL SANCHEZ,DAVID RISUEÑO ORTEGA,,646062890,
94,080145,SOCIETAT ATLETICA DE SURIA,S.A. SURIA         ,SURIA SOCIETAT ATLETICA,IGNASI ABADAL S/N,SURIA,Barcelona,608184793,938695843,sasbasquet@gmail.com,,JOSEP SERRAT BOSCH,BIEL JOFRE COLOM,,644343006,
423,430001,CLUB BASQUET TARRAGONA,C.B. TARRAGONA     ,TARRAGONA C.B.,JOSEP CATALA I RUFA S/N,TARRAGONA,Tarragona,977237558,977249736,cbt.gerencia@gmail.com,,NURIA GRADOS RODRÍGUEZ,JOSE RAMIREZ BELTRAN,977237558,630639987,www.cbtarragona.cat
403,250024,CLUB NATACIO TARREGA,CLUB NATACIO TARREG,TARREGA C.N.,AV.VERGE DE MONTSERRAT S/N,TARREGA,Lleida,973311040,973311040,cntarrega@cntarrega.org,miqueldomingonadal@gmail.com,CAROLINA  VIDAL GUINDOS,JORDI BOSCH GARCIA,973311040,651559674,www.cntarrega.com
50,080065,BASQUET CLUB TECLA SALA,B.C. TECLA SALA    ,TECLA SALA B.C.,Tecla Sala 18,"HOSPITALET DE LLOBREGAT,L'",Barcelona,632993850,,canvis@bcteclasala.cat,coordinador@bcteclasala.cat,JUAN ANTONIO PORTO ALARCÓN, MARIO SAEZ FREIRIA,,680744204,www.bcteclasala.cat
95,080146,AGRUPACIO ESPORTIVA TEIA,A.E. TEIA          ,TEIA A.E.,Pere Noguera s/n,TEIA,Barcelona,678761880,,teiabasquet@gmail.com,teiabasquet@gmail.com,ALBERT MATENCIO JAREÑO,ANNA MORENO CASTELLS,,678761880,
51,080066,CLUB NATACIO TERRASSA,C.N. TERRASSA      ,TERRASSA C.N.,AVDA.ABAD MARCET S/N,TERRASSA,Barcelona,674013777,937353639,vgomez@clubnatacioterrassa.cat,,JOAN HERRERA GRANADOS,VICENTE GOMEZ REYES,937352626,674013777,www.cnterrassa.es
455,430268,TGN BASQUET CLUB,TGN BASQUET CLUB   ,TGN B.C.,"GASOMETRE, 41-43, 2-D",TARRAGONA,Tarragona,606419269, ,ila@tinet.org,administracio@tgnbasquet.com,JOSEP MARIA  ADAM ANFRONS,IÑAKI LIARTE AGÜERA, ,606419269,www.tgnbasquet.com
128,080221,CLUB ESPORTIU THAU,C.E. THAU          ,THAU C.E.,Avinguda Esplugues 49-53,BARCELONA,Barcelona,669177360,932040597,basquet.thaubcn@fundaciocic.org,,JORDI PUIG POL,Jaume Almera Tella,932061514,669177360,
160,080354,CLUB BASQUET TONA,C.B. TONA          ,TONA CLUB BÀSQUET,JAUME BALMES S/N,TONA,Barcelona,670353084,000000000,cbtona@gmail.com,,JORDI  HORMIGO AMARO,Joan Espino,,610 85 11 29,www.cbtona.cat
2472,250117,CLUB BASQUET TORA,C.B. TORA          ,TORA C.B.,"C/ERES, S/N",TORA,Lleida,699687603,973473436,basquetora@gmail.com,,MARC SOLÉ REIXACHS,JORDI VILA DONCEL,,699687603,
2756,170300,CLUB ESPORTIU ESCOLA DE BASQUET TORDERA 2013,CEEB TORDERA 2013,TORDERA 2013 CEB,"Av. Països Catalans, s/n",TORDERA,Barcelona,696720440,,infoceebtordera@gmail.com,,SUSANNA  PARERA ARJONA,MIQUEL  ANGEL GRAU  SERRAT,,653229112,www.ceebtordera.net
108,080176,CLUB BASQUET TORELLÓ,C.B. TORELLÓ       ,TORELLÓ C.B.,PASSATGE DELS ESPORTS S/N,TORELLÓ,Barcelona,639902838,000000000,infocbtorello@gmail.com,,FRANCESC XAVIER SALA ESTÉVEZ,Jordi Sainz, ,639902838,www.cbtorello.com
2611,430296,TORREDEMBARRA BASQUET CLUB,TORREDEMBARRA BC,TORREDEMBARRA C.B.,Pavelló Sant Jordi C/ Rosella s/n,TORREDEMBARRA,Tarragona,608630504,977644619,torredembarrabasquetclub@gmail.com,,ALBERT  HIDALGO GARCIA,MANUEL TORRES,,678288180,www.torredembarrabc.com
2440,250112,CLUB BASQUET TORREFARRERA,C.B. TORREFARRERA  ,TORREFARRERA C.B.,"Avda. EUROPA, 90",LLEIDA,Lleida,616016300,,cbtorrefarrera@gmail.com,,ANA BELEN TORRES HOYAS,ANA BELEN TORRES HOYAS,,616016300,
441,430029,ASSOCIACIO DEPORTIVA TORREFORTA,A.D. TORREFORTA    ,TORREFORTA A.D.T,Casal esportiu Riu Clar-Torreforta s/n,TARRAGONA,Tarragona,610473313,,presidencia@adtorreforta.com,competicio@adtorreforta.com,ROBERT  HERNANDEZ RAYA,ANTONIO MARTÍN RODRIGUEZ,977507108,659126835,www.adtorreforta.com
412,250084,CLUB BASQUET TORREGROSSA,C.B. TORREGROSSA   ,TORREGROSSA CLUB BÀSQUET,"PLAZA CANALEJAS, 1",TORREGROSSA,Lleida,646055617,,coordinaciocbt@gmail.com,,ALBERT SETÓ TARRAGÓ,ORIOL FARRAN,,677406902,
331,170040,BASQUET CLUB TORROELLA,C.B. TORROELLA     ,TORROELLA C.B.,RONDA PAU CASALS S/N ( PAVELLÓ MUNICIPAL),TORROELLA DE MONTGRI,Girona,615060900,972767124,info@bctorroella.cat,,JOAN MANEL FRAU CARRERAS,CAROLINA REALE,,628 592 992,www. bctorroella.cat
334,170045,UNIO ATLETICA TOSSA,UNIO ATLETICA TOSSA,TOSSA U.A.,Carretera Llagostera s/n,TOSSA DE MAR,Girona,636203247,,unioatleticatossa83@gmail.com,,RICARD  SALVADOR,Marc A. Veciana,,648744706,
406,250028,CLUB DE BASQUET TREMP,CLUB BASQUET TREMP ,TREMP B.C.,APARTAT DE CORREUS 135,TREMP,Lleida,628006513,,cbtremp@gmail.com,,CESAR FERNANDEZ RIOS,Carina Puiggròs Farré,,620693524,
3373,081608,CLUB DE BASQUET TURO DE LA PEIRA,CB TURO DE LA PEIRA,TURO DE LA PEIRA CLUB BASQUET,"Passeig Fabra i Puig, 302 6º 4ª",BARCELONA,Barcelona,662442225,,cbturo@gmail.com,cbturo@gmail.com,JAVIER TÉLLEZ CASAJUS,AITOR TELLEZ ALSINA,,634561551,
3320,430327,CLUB DE FUTBOL TURO-MONTROIG,C.G. TURO-MONTROIG,TURO-MONTROIG CLUB DE FUTBOL,"CTRA. REUS - CONSTANTI, S/N - COL·LEGI TURÓ",CONSTANTI,Tarragona,644081453,,stechbba@gmail.com,,GERARDO MENESES BENITEZ,JORGE MAURO,,644081453,
2458,170277,UNI GIRONA CLUB DE BASQUET,UNI GIRONA CLUB DE ,UNI GIRONA C.B.,"AVGDA.JOSEP TARRADELLAS I JOAN, 22-24",GIRONA,Girona,972647866,,info@unigirona.cat,presidencia@unigirona.cat,CAYETANO PEREZ ORTIZ,BRU ROVIRA BURGUÉS,972410423,685134611,www.unigirona.cat
2624,170290,CLUB BASQUET LA VALL D'EN BAS,CB LA VALL D'EN BAS,VALL D'EN BAS CB LA,"Bosc de Cal Ferrer, s/n",Joanetes,Girona,606 35 36 71,,competicions@cbvalldenbas.cat,coordinacio@cbvalldenbas.cat,FRANCESC XAVIER  FONT RUIZ,Jordi Font Prat,,676 34 42 19,http://cbvalldenbas.cat
3382,170314,CLUB BASQUET VALL DEL TERRI,CB VALL DEL TERRI,VALL DEL TERRI CLUB DE BASQUET,"C/ MOSSÈN JACINT VERDAGUER, 4",CORNELLÀ DEL TERRI,Girona,697522634,,cbcornella3@gmail.com,,NÚRIA CANET CORTADA,JUDITH MENA SILVA,,697522634,
3273,081591,VALLDOREIX FUTBOL CLUB,VALLDOREIX F.C.,VALLDOREIX FUTBOL CLUB,"ESTEVE PILLA, 13 BAIXOS",Sant Cugat del Vallès,Barcelona,660943019,,javigmb@gmail.com,santigmb@gmail.com,JORGE GONZALEZ,JAVI GARCIA-MUSSONS,,660943019,
408,250040,CLUB ESPORTIU CEP,C.E. CEP VALLFOGONA,VALLFOGONA CEP C.E.,"Carrer Estació, 35",VALLFOGONA DE BALAGUER,Lleida,600779824,973432319,cepvallfogona2023@gmail.com,,GERARD  PRAT GUILLAUMET,David Robles Soria,,600779824,www.cepbasquet.org
2425,081418,CLUB BASQUET VALLIRANA,C.B. VALLIRANA     ,VALLIRANA C.B.,"CARRER PUIGMAL, NUM. 17",VALLIRANA,Barcelona,647573673,,club@basquetvallirana.cat,,MANEL MARTINEZ ACOSTA,CARLES MURALL ESVERTIT,,672429274,
424,430002,CLUB BASQUET VALLS,C.B. VALLS         ,VALLS C.B.,"Pavello Joana Ballart, C/ Vilar s/n",VALLS,Tarragona,654333802,977600010,cbvalls@cbvalls.com,lluiscuest@hotmail.com,MAGI MALLORQUI PLANA,LLUIS CUESTA CATALA,977600010,654333802,www.cbvalls.com
3464,081619,FUNDACIO VEDRUNA CATALUNYA EDUCACIO,S.E. VEDRUNA GRACIA,VEDRUNA CATALUNYA-VEDRUNA GRACIA ,Carrer Gran de Gràcia 236,Barcelona,Barcelona,607641007,93 218 82 69,vedrunagraciabasquet@gmail.com,vedrunagraciabasquet@gmail.com,,Pau Ubia van Spaandonk,,607641007,https://www.basquetvedruna.cat/
2890,170306,ASSOCIACIO ESPORTIVA ESCOLAR ESCOLA VEDRUNA DE GIRONA,AEE VEDRUNA GIRONA,VEDRUNA GIRONA AEE,BARCELONA  21,GIRONA,Girona,619467810,972001862,basquet@vedrunagirona.org,,MARTA OLIVA  GRIJELMO,XAVI VALLMAJÓ,972202084,639372666,vedrunagirona.org
3282,170310,CLUB BASQUET ESPORTIU VEDRUNA PALAMOS,C.B.A. VEDRUNA PALA,VEDRUNA PALAMOS CBA,C/ Xaloc 22,Palamós,Girona,689492642,,basquet@vedrunapalamos.org,,CARLOS GOMEZ MONTERO ,EDUARD LIMERES ,,689492642,
2346,430269,ASSOCIACIO DE BASQUET EL VENDRELL,ASS. BASQUET DEL VE,VENDRELL ASS. BASQUET EL,"C/ ARENAL, 1-3","VENDRELL, EL",Tarragona,658145083,977664679,dt.abvendrell@gmail.com,,CARLES AMBRONA SAURINA,ERIC BLAY PUNTAS,,658145083,
2004,081334,ASSOCIACIO ESPORTIVA ESCOLAR VERGE LES NEUS SANTA COLOMA DE GRAMENET,VERGE DE LES NEUS A,VERGE DE LES NEUS AE.E.,AVDA. CARLEMANY  4,BADALONA,Barcelona,647085580,934684012,basquetneus@gmail.com,basquetneus@gmail.com,MANUEL  RICO ORTIZ,RAUL PELLITERO,699356147,699356147,
355,170171,CLUB DE BASQUET VERGES,CLUB BASQUET VERGES,VERGES C.B.,"C/ TER, 2",VERGES,Girona,686400796,,clubbasquetverges@gmail.com,,ALBERT CASABÓ MAJÓ,MIQUEL MARTÍ CAROLÀ,,686400796,
38,080048,CLUB BASQUET VIC,C.B. VIC           ,VIC C.B.,"PL. PARE MILLÁN, S/N",VIC,Barcelona,938861440,938861440,clubbasquetvic@clubbasquetvic.cat,,JORDI MOLAS FONT,FRANCESC LUNA CANAMASAS,616640393,616640393,www.clubbasquetvic.cat
2572,081478,CLUB ESPORTIU VILA OLIMPICA,C.E. VILA OLIMPICA,VILA OLÍMPICA  C.E.,PL TIRANT LO BLANC 3,BARCELONA,Barcelona,933909215,000000000,diana.diaz@cevilaolimpica.com,,JOAN  LUCAS DIEGUEZ,DIANA DÍAZ,933909215,933909215,https://cevilaolimpica.es/
437,430019,CLUB BASQUET VILA-SECA,C.B. VILA-SECA,VILA-SECA C.B.,Carrer Amadeu Vives 27,"La Pineda Platja, Vila-seca",Tarragona,699894079,,direccioesportiva@cbvilaseca.org,,GERMÁN  FERNÁNDEZ URBANEJA,CARLOS APARICIO JORDÀ,699894079,699894079,http://www.cbvilaseca.org/
2733,170298,CLUB BASQUET VILABLAREIX,C.B. VILABLAREIX,VILABLAREIX CLUB BASQUET,C/ Francesc Macià 3 baixos 2ª,Vilablareix,Girona,650536706,000000000,vilablareixcb@gmail.com,,ANNA PAYET TORESANO,Toni Ruiz Arandia,,650536706,www.cbvilablareix.com
39,080049,CLUB BASQUETBOL VILADECANS,C.B. VILADECANS    ,VILADECANS C.B.,"AV. GERMANS GABRIELISTES, 22",VILADECANS,Barcelona,620662726,000000000,secretaria@cbviladecans.cat,,F. XAVIER BERNAT ROMERO,VICTOR CRUZ DE PABLO,936580082,616795049,www.cbviladecans.cat
266,081329,CLUB BASQUET FEMENI VILADECANS SPORTS,C.B. FEMENI VILADEC,VILADECANS SPORTS CB FEMENI,"avenida josep tarradelles, 17",VILADECANS,Barcelona,687406670,000000000,cambiosvilabasquet@gmail.com,bfviladecans@hotmail.com,SONIA PASCUAL MURO,SONIA GALAN TEJADO,,696373631,www.vilabasquet.com
221,081065,CLUB BASQUET VILADECAVALLS,C.B. VILADECAVALLS ,VILADECAVALLS C.B.,"CARRER SALMERON 140, 2º,3ª",TERRASSA,Barcelona,646646565,,cbviladecavalls1989@gmail.com,cbviladecavalls1989@gmail.com,MARTA LOPEZ NUÑEZ,Sergi Roldan Reinoso,,646646565,
2159,170255,CLUB ESPORTIU VILAFANT,C.E. VILAFANT      ,VILAFANT C.E.,"Tarrragona, 2",VILAFANT,Girona,635449793,,cbvilafant@gmail.com,,JORDI MALLORQUÍ ALABERT,JORDI MALLORQUI ALABERT,972000000,635449793,www.basquetvilafant.cat
2716,081532,VILANOVA DEL CAMI BASQUET CLUB ENDAVANT,VILANOVA CAMI B.C. ,VILANOVA DEL CAMI BASQUET CLUB ENDAVANT,PASSEIG DE LA INDUSTRIA Nº 90,VILANOVA DEL CAMI,Barcelona,615434149,000000000,vilanovabasquet@gmail.com,,OSCAR BORREGA BERMÚDEZ,Alexey Domènech Cano,,615434149,
199,080612,CLUB DE BASQUET VILANOVA DEL VALLES,C.B. VILANOVA DEL V,VILANOVA DEL VALLES C.B.,"MARIA AURÈLIA CAPMANY, 2-4",VILANOVA DEL VALLES,Barcelona,696903171,938458773,cbvilanovadelvalles@hotmail.com,,JOSEP FONTBONA PUIGPEY,LLUIS VALLS ,,638335768,www.cbvilanovadelvalles.cat
2446,080124,CLUB BASQUETBOL VILASSAR DE DALT,C.B. VILASSAR DE DA,VILASSAR DE DALT C.B.,"PAU PIFERRER, 28",VILASSAR DE DALT,Barcelona,619226399,,cbvilassardedalt@gmail.com,tonisxsc@hotmail.com,ANTONIO  SERRANO PULIDO,ALBERT ASSENS GONZALEZ,,617052670,
161,080356,CLUB DE BASQUET VILASSAR DE MAR,C.B. VILASSAR DE MA,VILASSAR DE MAR C.B.,MOSSEN PERE RIBOT 246,VILASSAR DE MAR,Barcelona,617662635,000000000,manel.navarro.sanjuan@gmail.com,cbvilassardemar@basquetcatala.com,JORGE ALCARAZ MARTINEZ,MANEL NAVARRO SANJUAN,937542400,617662635,http://vdmbasquet.cat/
236,081239,CLUB DE BASQUET VILATORRADA,C.B. VILATORRADA   ,VILATORRADA C.B.,CTRA. DE CALAF S/N,SANT JOAN DE VILATORRADA,Barcelona,669340223,,info@cbvilatorrada.cat,,YOLANDA GIMENEZ DELGADO,MIQUEL PUJOL GRASET,,669340223,
294,081372,CLUB ESPORTIU VILATORTA,CLUB ESPORTIU VILAT,VILATORTA CE,"Cr. de l'onze de setembre, 12",SANT JULIA DE VILATORTA,Barcelona,652295567,000000000,basquetvilatorta@gmail.com,,JORDI SOLÀ ROCA,JOSEP Ma  ACEITUNO BARCONS,,679252006,www.vilatortabasquet.cat
2324,170272,CLUB DE BASQUET VILOBI D'ONYAR,CLUB DE BASQUET VIL,VILOBI D'ONYAR C.B.,"c/ Sant Galderic, 6",VILOBI D'ONYAR,Girona,687698421,,cbvilobi@gmail.com,,JORDI BONA SIMON,Nuria de Valdivia,,667088240,
3069,081570,VIROLAI ESPORTIU CLUB BARCELONA,VIROLAI ESPORTIU C.,VIROLAI ESPORTIU CLUB BARCELONA,c/ceuta,BARCELONA,Barcelona,667603012,,gconde@virolai.com,,MONTSE BALLARIN ANDREU,GUILLEM CONDE BARBERÁN,932846458,667603012,
165,080366,CLUB ESPORTIU XAMBA,C.E. XAMBA         ,XAMBA C.E.,"AV. CATALUNYA, S/N",VILAFRANCA DEL PENEDES,Barcelona,621233956,,xamba@xamba.cat,,NOEMI DE LA FUENTE ALVAREZ,ERNESTO GINEBRA,,625787434,www.xamba.cat
